Sheet,Metric,Month,MonthParsed,Value,Property,Year,Month_Name,Is_Negative
CRES,Trash Removal,2024-07,2024-07-01,-5.38529,,2024.0,July,True
CRES,Miscellaneous,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Other - Expense,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Total Expense,2024-07,2024-07-01,-113.48879,,2024.0,July,True
CRES,EBITDA (NOI),2024-07,2024-07-01,92.53599,,2024.0,July,False
CRES,Repl. Reserve Fund,2024-07,2024-07-01,-5.0047299999999995,,2024.0,July,True
CRES,State Franchise Fee,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Partnership Professional Fees,2024-07,2024-07-01,-1.21,,2024.0,July,True
CRES,Asset Management Fees,2024-07,2024-07-01,-3.3991100000000003,,2024.0,July,True
CRES,Debt Service,2024-07,2024-07-01,-163.37724,,2024.0,July,True
CRES,Other - Below Line,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Total Below Line,2024-07,2024-07-01,-172.99108,,2024.0,July,True
CRES,Renovations,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Monthly Cash Flow,2024-07,2024-07-01,-80.45509000000001,,2024.0,July,True
CRES,Total Cash,2024-07,2024-07-01,0.0,,2024.0,July,False
CRES,Property Asking Rent,2024-08,2024-08-01,271.161,,2024.0,August,False
CRES,Loss to lease,2024-08,2024-08-01,-52.58,,2024.0,August,True
CRES,Gross Scheduled Rent,2024-08,2024-08-01,218.58100000000002,,2024.0,August,False
CRES,Vacancy,2024-08,2024-08-01,-12.020629999999999,,2024.0,August,True
CRES,Non Revenue Units,2024-08,2024-08-01,-1.732,,2024.0,August,True
CRES,Concessions,2024-08,2024-08-01,-0.15990000000000001,,2024.0,August,True
CRES,Delinquency,2024-08,2024-08-01,-7.63524,,2024.0,August,True
CRES,Effective Rental Income,2024-08,2024-08-01,197.03323,,2024.0,August,False
CRES,Parking Garage Income,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Utility Income,2024-08,2024-08-01,6.37379,,2024.0,August,False
CRES,Other - Income,2024-08,2024-08-01,18.482539999999997,,2024.0,August,False
CRES,Total Other Income,2024-08,2024-08-01,24.856329999999996,,2024.0,August,False
CRES,Net Eff. Gross Income,2024-08,2024-08-01,221.88956,,2024.0,August,False
CRES,General & Admin.,2024-08,2024-08-01,-6.38157,,2024.0,August,True
CRES,Management Fee,2024-08,2024-08-01,-7.8174399999999995,,2024.0,August,True
CRES,Payroll,2024-08,2024-08-01,-13.434759999999997,,2024.0,August,True
CRES,Insurance,2024-08,2024-08-01,-5.45225,,2024.0,August,True
CRES,Property Taxes,2024-08,2024-08-01,-31.337,,2024.0,August,True
CRES,Leasing & Marketing,2024-08,2024-08-01,-3.8596500000000002,,2024.0,August,True
CRES,Professional fees,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Landscaping,2024-08,2024-08-01,-2.22644,,2024.0,August,True
CRES,Security & Life Safety,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Repairs & Maintenance,2024-08,2024-08-01,-2.72555,,2024.0,August,True
CRES,Unit T/O Refurbishment,2024-08,2024-08-01,-2.745,,2024.0,August,True
CRES,Utilities,2024-08,2024-08-01,-4.47982,,2024.0,August,True
CRES,Trash Removal,2024-08,2024-08-01,1.84696,,2024.0,August,False
CRES,Miscellaneous,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Other - Expense,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Total Expense,2024-08,2024-08-01,-78.61252,,2024.0,August,True
CRES,EBITDA (NOI),2024-08,2024-08-01,143.27704,,2024.0,August,False
CRES,Repl. Reserve Fund,2024-08,2024-08-01,-2.61006,,2024.0,August,True
CRES,State Franchise Fee,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Partnership Professional Fees,2024-08,2024-08-01,-1.62809,,2024.0,August,True
CRES,Asset Management Fees,2024-08,2024-08-01,-3.32831,,2024.0,August,True
CRES,Debt Service,2024-08,2024-08-01,-163.31857,,2024.0,August,True
CRES,Other - Below Line,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Total Below Line,2024-08,2024-08-01,-170.88503,,2024.0,August,True
CRES,Renovations,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Monthly Cash Flow,2024-08,2024-08-01,-27.60799,,2024.0,August,True
CRES,Total Cash,2024-08,2024-08-01,0.0,,2024.0,August,False
CRES,Property Asking Rent,2024-09,2024-09-01,236.61,,2024.0,September,False
CRES,Loss to lease,2024-09,2024-09-01,-15.800870000000002,,2024.0,September,True
CRES,Gross Scheduled Rent,2024-09,2024-09-01,220.80913,,2024.0,September,False
CRES,Vacancy,2024-09,2024-09-01,-15.936350000000001,,2024.0,September,True
CRES,Non Revenue Units,2024-09,2024-09-01,-1.565,,2024.0,September,True
CRES,Concessions,2024-09,2024-09-01,-4.698720000000001,,2024.0,September,True
CRES,Delinquency,2024-09,2024-09-01,-5.76954,,2024.0,September,True
CRES,Effective Rental Income,2024-09,2024-09-01,192.83952,,2024.0,September,False
CRES,Parking Garage Income,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Utility Income,2024-09,2024-09-01,4.848949999999999,,2024.0,September,False
CRES,Other - Income,2024-09,2024-09-01,7.555400000000001,,2024.0,September,False
CRES,Total Other Income,2024-09,2024-09-01,12.40435,,2024.0,September,False
CRES,Net Eff. Gross Income,2024-09,2024-09-01,205.24387,,2024.0,September,False
CRES,General & Admin.,2024-09,2024-09-01,-6.1547600000000005,,2024.0,September,True
CRES,Management Fee,2024-09,2024-09-01,-10.89911,,2024.0,September,True
CRES,Payroll,2024-09,2024-09-01,-29.364870000000003,,2024.0,September,True
CRES,Insurance,2024-09,2024-09-01,-9.18009,,2024.0,September,True
CRES,Property Taxes,2024-09,2024-09-01,-31.337,,2024.0,September,True
CRES,Leasing & Marketing,2024-09,2024-09-01,-0.48817,,2024.0,September,True
CRES,Professional fees,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Landscaping,2024-09,2024-09-01,-2.2,,2024.0,September,True
CRES,Security & Life Safety,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Repairs & Maintenance,2024-09,2024-09-01,-4.4206,,2024.0,September,True
CRES,Unit T/O Refurbishment,2024-09,2024-09-01,-3.5114300000000003,,2024.0,September,True
CRES,Utilities,2024-09,2024-09-01,-6.752110000000001,,2024.0,September,True
CRES,Trash Removal,2024-09,2024-09-01,-3.40104,,2024.0,September,True
CRES,Miscellaneous,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Other - Expense,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Total Expense,2024-09,2024-09-01,-107.70918,,2024.0,September,True
CRES,EBITDA (NOI),2024-09,2024-09-01,97.53468999999998,,2024.0,September,False
CRES,Repl. Reserve Fund,2024-09,2024-09-01,-4.6,,2024.0,September,True
CRES,State Franchise Fee,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Partnership Professional Fees,2024-09,2024-09-01,-3.96605,,2024.0,September,True
CRES,Asset Management Fees,2024-09,2024-09-01,-3.12958,,2024.0,September,True
CRES,Debt Service,2024-09,2024-09-01,-152.88809,,2024.0,September,True
CRES,Other - Below Line,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Total Below Line,2024-09,2024-09-01,-164.58372,,2024.0,September,True
CRES,Renovations,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Monthly Cash Flow,2024-09,2024-09-01,-67.04903000000002,,2024.0,September,True
CRES,Total Cash,2024-09,2024-09-01,0.0,,2024.0,September,False
CRES,Property Asking Rent,2024-10,2024-10-01,235.91,,2024.0,October,False
CRES,Loss to lease,2024-10,2024-10-01,-16.69427,,2024.0,October,True
CRES,Gross Scheduled Rent,2024-10,2024-10-01,219.21573,,2024.0,October,False
CRES,Vacancy,2024-10,2024-10-01,-19.862419999999997,,2024.0,October,True
CRES,Non Revenue Units,2024-10,2024-10-01,-1.565,,2024.0,October,True
CRES,Concessions,2024-10,2024-10-01,-1.68635,,2024.0,October,True
CRES,Delinquency,2024-10,2024-10-01,-1.7946600000000001,,2024.0,October,True
CRES,Effective Rental Income,2024-10,2024-10-01,194.30730000000003,,2024.0,October,False
CRES,Parking Garage Income,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Utility Income,2024-10,2024-10-01,5.3019099999999995,,2024.0,October,False
CRES,Other - Income,2024-10,2024-10-01,9.155649999999998,,2024.0,October,False
CRES,Total Other Income,2024-10,2024-10-01,14.457559999999997,,2024.0,October,False
CRES,Net Eff. Gross Income,2024-10,2024-10-01,208.76486000000003,,2024.0,October,False
CRES,General & Admin.,2024-10,2024-10-01,-1.10669,,2024.0,October,True
CRES,Management Fee,2024-10,2024-10-01,-7.533,,2024.0,October,True
CRES,Payroll,2024-10,2024-10-01,-27.81409,,2024.0,October,True
CRES,Insurance,2024-10,2024-10-01,-9.18009,,2024.0,October,True
CRES,Property Taxes,2024-10,2024-10-01,-31.337,,2024.0,October,True
CRES,Leasing & Marketing,2024-10,2024-10-01,-3.6193700000000004,,2024.0,October,True
CRES,Professional fees,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Landscaping,2024-10,2024-10-01,-2.56728,,2024.0,October,True
CRES,Security & Life Safety,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Repairs & Maintenance,2024-10,2024-10-01,-3.2134899999999997,,2024.0,October,True
CRES,Unit T/O Refurbishment,2024-10,2024-10-01,-8.26492,,2024.0,October,True
CRES,Utilities,2024-10,2024-10-01,-6.62676,,2024.0,October,True
CRES,Trash Removal,2024-10,2024-10-01,-4.9126199999999995,,2024.0,October,True
CRES,Miscellaneous,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Other - Expense,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Total Expense,2024-10,2024-10-01,-106.17531000000001,,2024.0,October,True
CRES,EBITDA (NOI),2024-10,2024-10-01,102.58955000000002,,2024.0,October,False
CRES,Repl. Reserve Fund,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,State Franchise Fee,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Partnership Professional Fees,2024-10,2024-10-01,-1.2185,,2024.0,October,True
CRES,Asset Management Fees,2024-10,2024-10-01,-3.23487,,2024.0,October,True
CRES,Debt Service,2024-10,2024-10-01,-158.75898999999998,,2024.0,October,True
CRES,Other - Below Line,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Total Below Line,2024-10,2024-10-01,-163.21236,,2024.0,October,True
CRES,Renovations,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Monthly Cash Flow,2024-10,2024-10-01,-60.62280999999997,,2024.0,October,True
CRES,Total Cash,2024-10,2024-10-01,0.0,,2024.0,October,False
CRES,Property Asking Rent,2024-11,2024-11-01,236.41,,2024.0,November,False
CRES,Loss to lease,2024-11,2024-11-01,-15.465219999999999,,2024.0,November,True
CRES,Gross Scheduled Rent,2024-11,2024-11-01,220.94478,,2024.0,November,False
CRES,Vacancy,2024-11,2024-11-01,-18.00432,,2024.0,November,True
CRES,Non Revenue Units,2024-11,2024-11-01,-2.03995,,2024.0,November,True
CRES,Concessions,2024-11,2024-11-01,-1.1599000000000002,,2024.0,November,True
CRES,Delinquency,2024-11,2024-11-01,-15.758040000000001,,2024.0,November,True
CRES,Effective Rental Income,2024-11,2024-11-01,183.98257,,2024.0,November,False
CRES,Parking Garage Income,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Utility Income,2024-11,2024-11-01,5.349609999999999,,2024.0,November,False
CRES,Other - Income,2024-11,2024-11-01,11.65817,,2024.0,November,False
CRES,Total Other Income,2024-11,2024-11-01,17.00778,,2024.0,November,False
CRES,Net Eff. Gross Income,2024-11,2024-11-01,200.99035,,2024.0,November,False
CRES,General & Admin.,2024-11,2024-11-01,-2.859,,2024.0,November,True
CRES,Management Fee,2024-11,2024-11-01,-13.79983,,2024.0,November,True
CRES,Payroll,2024-11,2024-11-01,-32.08065,,2024.0,November,True
CRES,Insurance,2024-11,2024-11-01,-9.18009,,2024.0,November,True
CRES,Property Taxes,2024-11,2024-11-01,-31.75919,,2024.0,November,True
CRES,Leasing & Marketing,2024-11,2024-11-01,-5.94748,,2024.0,November,True
CRES,Professional fees,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Landscaping,2024-11,2024-11-01,-8.37,,2024.0,November,True
CRES,Security & Life Safety,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Repairs & Maintenance,2024-11,2024-11-01,-12.28809,,2024.0,November,True
CRES,Unit T/O Refurbishment,2024-11,2024-11-01,-7.2309899999999985,,2024.0,November,True
CRES,Utilities,2024-11,2024-11-01,-10.385380000000001,,2024.0,November,True
CRES,Trash Removal,2024-11,2024-11-01,-5.20052,,2024.0,November,True
CRES,Miscellaneous,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Other - Expense,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Total Expense,2024-11,2024-11-01,-139.10122,,2024.0,November,True
CRES,EBITDA (NOI),2024-11,2024-11-01,61.889129999999994,,2024.0,November,False
CRES,Repl. Reserve Fund,2024-11,2024-11-01,-1.73547,,2024.0,November,True
CRES,State Franchise Fee,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Partnership Professional Fees,2024-11,2024-11-01,-1.5319800000000001,,2024.0,November,True
CRES,Asset Management Fees,2024-11,2024-11-01,-3.04756,,2024.0,November,True
CRES,Debt Service,2024-11,2024-11-01,-150.2879,,2024.0,November,True
CRES,Other - Below Line,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Total Below Line,2024-11,2024-11-01,-156.60291,,2024.0,November,True
CRES,Renovations,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Monthly Cash Flow,2024-11,2024-11-01,-94.71378000000001,,2024.0,November,True
CRES,Total Cash,2024-11,2024-11-01,0.0,,2024.0,November,False
CRES,Property Asking Rent,2024-12,2024-12-01,236.295,,2024.0,December,False
CRES,Loss to lease,2024-12,2024-12-01,-15.87041,,2024.0,December,True
CRES,Gross Scheduled Rent,2024-12,2024-12-01,220.42459,,2024.0,December,False
CRES,Vacancy,2024-12,2024-12-01,-21.631130000000002,,2024.0,December,True
CRES,Non Revenue Units,2024-12,2024-12-01,-2.1845,,2024.0,December,True
CRES,Concessions,2024-12,2024-12-01,-3.1599,,2024.0,December,True
CRES,Delinquency,2024-12,2024-12-01,-10.16156,,2024.0,December,True
CRES,Effective Rental Income,2024-12,2024-12-01,183.28749999999997,,2024.0,December,False
CRES,Parking Garage Income,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Utility Income,2024-12,2024-12-01,9.51241,,2024.0,December,False
CRES,Other - Income,2024-12,2024-12-01,17.317,,2024.0,December,False
CRES,Total Other Income,2024-12,2024-12-01,26.82941,,2024.0,December,False
CRES,Net Eff. Gross Income,2024-12,2024-12-01,210.11690999999996,,2024.0,December,False
CRES,General & Admin.,2024-12,2024-12-01,-5.571869999999999,,2024.0,December,True
CRES,Management Fee,2024-12,2024-12-01,-7.5,,2024.0,December,True
CRES,Payroll,2024-12,2024-12-01,-24.222990000000003,,2024.0,December,True
CRES,Insurance,2024-12,2024-12-01,-9.68009,,2024.0,December,True
CRES,Property Taxes,2024-12,2024-12-01,-31.42691,,2024.0,December,True
CRES,Leasing & Marketing,2024-12,2024-12-01,-11.677560000000001,,2024.0,December,True
CRES,Professional fees,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Landscaping,2024-12,2024-12-01,-4.16015,,2024.0,December,True
CRES,Security & Life Safety,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Repairs & Maintenance,2024-12,2024-12-01,-5.95662,,2024.0,December,True
CRES,Unit T/O Refurbishment,2024-12,2024-12-01,-7.16533,,2024.0,December,True
CRES,Utilities,2024-12,2024-12-01,-11.541139999999999,,2024.0,December,True
CRES,Trash Removal,2024-12,2024-12-01,-8.19635,,2024.0,December,True
CRES,Miscellaneous,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Other - Expense,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Total Expense,2024-12,2024-12-01,-127.09900999999999,,2024.0,December,True
CRES,EBITDA (NOI),2024-12,2024-12-01,83.01789999999997,,2024.0,December,False
CRES,Repl. Reserve Fund,2024-12,2024-12-01,65.48008,,2024.0,December,False
CRES,State Franchise Fee,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Partnership Professional Fees,2024-12,2024-12-01,-2.02935,,2024.0,December,True
CRES,Asset Management Fees,2024-12,2024-12-01,-3.17406,,2024.0,December,True
CRES,Debt Service,2024-12,2024-12-01,-150.94259,,2024.0,December,True
CRES,Other - Below Line,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Total Below Line,2024-12,2024-12-01,-90.66592,,2024.0,December,True
CRES,Renovations,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Monthly Cash Flow,2024-12,2024-12-01,-7.648020000000031,,2024.0,December,True
CRES,Total Cash,2024-12,2024-12-01,0.0,,2024.0,December,False
CRES,Property Asking Rent,2025-01,2025-01-01,235.911,,2025.0,January,False
CRES,Loss to lease,2025-01,2025-01-01,-15.37974,,2025.0,January,True
CRES,Gross Scheduled Rent,2025-01,2025-01-01,220.53126,,2025.0,January,False
CRES,Vacancy,2025-01,2025-01-01,-21.85842,,2025.0,January,True
CRES,Non Revenue Units,2025-01,2025-01-01,-2.1845,,2025.0,January,True
CRES,Concessions,2025-01,2025-01-01,-3.2599,,2025.0,January,True
CRES,Delinquency,2025-01,2025-01-01,-15.78407,,2025.0,January,True
CRES,Effective Rental Income,2025-01,2025-01-01,177.44437,,2025.0,January,False
CRES,Parking Garage Income,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Utility Income,2025-01,2025-01-01,9.14551,,2025.0,January,False
CRES,Other - Income,2025-01,2025-01-01,11.024869999999998,,2025.0,January,False
CRES,Total Other Income,2025-01,2025-01-01,20.170379999999998,,2025.0,January,False
CRES,Net Eff. Gross Income,2025-01,2025-01-01,197.61475,,2025.0,January,False
CRES,General & Admin.,2025-01,2025-01-01,-1.7264099999999998,,2025.0,January,True
CRES,Management Fee,2025-01,2025-01-01,-7.5,,2025.0,January,True
CRES,Payroll,2025-01,2025-01-01,-29.51785,,2025.0,January,True
CRES,Insurance,2025-01,2025-01-01,-9.18009,,2025.0,January,True
CRES,Property Taxes,2025-01,2025-01-01,-31.337,,2025.0,January,True
CRES,Leasing & Marketing,2025-01,2025-01-01,-3.7190499999999997,,2025.0,January,True
CRES,Professional fees,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Landscaping,2025-01,2025-01-01,-4.800559999999999,,2025.0,January,True
CRES,Security & Life Safety,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Repairs & Maintenance,2025-01,2025-01-01,-2.05406,,2025.0,January,True
CRES,Unit T/O Refurbishment,2025-01,2025-01-01,-5.50371,,2025.0,January,True
CRES,Utilities,2025-01,2025-01-01,-20.611629999999998,,2025.0,January,True
CRES,Trash Removal,2025-01,2025-01-01,-4.98968,,2025.0,January,True
CRES,Miscellaneous,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Other - Expense,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Total Expense,2025-01,2025-01-01,-120.94003999999998,,2025.0,January,True
CRES,EBITDA (NOI),2025-01,2025-01-01,76.67471,,2025.0,January,False
CRES,Repl. Reserve Fund,2025-01,2025-01-01,-2.32565,,2025.0,January,True
CRES,State Franchise Fee,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Partnership Professional Fees,2025-01,2025-01-01,-7.12985,,2025.0,January,True
CRES,Asset Management Fees,2025-01,2025-01-01,-3.0946100000000003,,2025.0,January,True
CRES,Debt Service,2025-01,2025-01-01,-149.07326999999998,,2025.0,January,True
CRES,Other - Below Line,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Total Below Line,2025-01,2025-01-01,-161.62337999999997,,2025.0,January,True
CRES,Renovations,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Monthly Cash Flow,2025-01,2025-01-01,-84.94866999999996,,2025.0,January,True
CRES,Total Cash,2025-01,2025-01-01,0.0,,2025.0,January,False
CRES,Property Asking Rent,2025-02,2025-02-01,235.895,,2025.0,February,False
CRES,Loss to lease,2025-02,2025-02-01,-15.43153,,2025.0,February,True
CRES,Gross Scheduled Rent,2025-02,2025-02-01,220.46347,,2025.0,February,False
CRES,Vacancy,2025-02,2025-02-01,-27.98297,,2025.0,February,True
CRES,Non Revenue Units,2025-02,2025-02-01,-2.1845,,2025.0,February,True
CRES,Concessions,2025-02,2025-02-01,-1.4599000000000002,,2025.0,February,True
CRES,Delinquency,2025-02,2025-02-01,-2.39172,,2025.0,February,True
CRES,Effective Rental Income,2025-02,2025-02-01,186.44438,,2025.0,February,False
CRES,Parking Garage Income,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Utility Income,2025-02,2025-02-01,10.34277,,2025.0,February,False
CRES,Other - Income,2025-02,2025-02-01,11.23292,,2025.0,February,False
CRES,Total Other Income,2025-02,2025-02-01,21.57569,,2025.0,February,False
CRES,Net Eff. Gross Income,2025-02,2025-02-01,208.02007,,2025.0,February,False
CRES,General & Admin.,2025-02,2025-02-01,-7.63021,,2025.0,February,True
CRES,Management Fee,2025-02,2025-02-01,-7.5,,2025.0,February,True
CRES,Payroll,2025-02,2025-02-01,-23.439260000000004,,2025.0,February,True
CRES,Insurance,2025-02,2025-02-01,-9.18009,,2025.0,February,True
CRES,Property Taxes,2025-02,2025-02-01,-31.337,,2025.0,February,True
CRES,Leasing & Marketing,2025-02,2025-02-01,-5.678710000000001,,2025.0,February,True
CRES,Professional fees,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Landscaping,2025-02,2025-02-01,-2.48649,,2025.0,February,True
CRES,Security & Life Safety,2025-02,2025-02-01,-4.7518400000000005,,2025.0,February,True
CRES,Repairs & Maintenance,2025-02,2025-02-01,-0.13437000000000002,,2025.0,February,True
CRES,Unit T/O Refurbishment,2025-02,2025-02-01,-2.9195499999999996,,2025.0,February,True
CRES,Utilities,2025-02,2025-02-01,-10.70401,,2025.0,February,True
CRES,Trash Removal,2025-02,2025-02-01,0.5674499999999998,,2025.0,February,False
CRES,Miscellaneous,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Other - Expense,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Total Expense,2025-02,2025-02-01,-105.19408000000001,,2025.0,February,True
CRES,EBITDA (NOI),2025-02,2025-02-01,102.82598999999999,,2025.0,February,False
CRES,Repl. Reserve Fund,2025-02,2025-02-01,-5.78282,,2025.0,February,True
CRES,State Franchise Fee,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Partnership Professional Fees,2025-02,2025-02-01,-13.49,,2025.0,February,True
CRES,Asset Management Fees,2025-02,2025-02-01,-2.85558,,2025.0,February,True
CRES,Debt Service,2025-02,2025-02-01,-134.73959,,2025.0,February,True
CRES,Other - Below Line,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Total Below Line,2025-02,2025-02-01,-156.86799,,2025.0,February,True
CRES,Renovations,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Monthly Cash Flow,2025-02,2025-02-01,-54.042,,2025.0,February,True
CRES,Total Cash,2025-02,2025-02-01,0.0,,2025.0,February,False
CRES,Property Asking Rent,2025-03,2025-03-01,235.45,,2025.0,March,False
CRES,Loss to lease,2025-03,2025-03-01,-15.36058,,2025.0,March,True
CRES,Gross Scheduled Rent,2025-03,2025-03-01,220.08942,,2025.0,March,False
CRES,Vacancy,2025-03,2025-03-01,-24.76219,,2025.0,March,True
CRES,Non Revenue Units,2025-03,2025-03-01,-2.1845,,2025.0,March,True
CRES,Concessions,2025-03,2025-03-01,-1.9599000000000002,,2025.0,March,True
CRES,Delinquency,2025-03,2025-03-01,-8.47726,,2025.0,March,True
CRES,Effective Rental Income,2025-03,2025-03-01,182.70556999999997,,2025.0,March,False
CRES,Parking Garage Income,2025-03,2025-03-01,0.0,,2025.0,March,False
CRES,Utility Income,2025-03,2025-03-01,7.56977,,2025.0,March,False
CRES,Other - Income,2025-03,2025-03-01,25.019470000000002,,2025.0,March,False
CRES,Total Other Income,2025-03,2025-03-01,32.589240000000004,,2025.0,March,False
CRES,Net Eff. Gross Income,2025-03,2025-03-01,215.29480999999998,,2025.0,March,False
CRES,General & Admin.,2025-03,2025-03-01,-23.41802,,2025.0,March,True
CRES,Management Fee,2025-03,2025-03-01,-7.5,,2025.0,March,True
CRES,Payroll,2025-03,2025-03-01,-23.415819999999997,,2025.0,March,True
CRES,Insurance,2025-03,2025-03-01,-9.18009,,2025.0,March,True
CRES,Property Taxes,2025-03,2025-03-01,-31.337,,2025.0,March,True
CRES,Leasing & Marketing,2025-03,2025-03-01,-5.379410000000001,,2025.0,March,True
CRES,Professional fees,2025-03,2025-03-01,0.0,,2025.0,March,False
CRES,Landscaping,2025-03,2025-03-01,-3.05373,,2025.0,March,True
CRES,Security & Life Safety,2025-03,2025-03-01,-0.34382999999999997,,2025.0,March,True
CRES,Repairs & Maintenance,2025-03,2025-03-01,-3.8456899999999994,,2025.0,March,True
CRES,Unit T/O Refurbishment,2025-03,2025-03-01,-5.81329,,2025.0,March,True
CRES,Utilities,2025-03,2025-03-01,-9.31124,,2025.0,March,True
CRES,Trash Removal,2025-03,2025-03-01,-4.05,,2025.0,March,True
CRES,Miscellaneous,2025-03,2025-03-01,0.0,,2025.0,March,False
CRES,Other - Expense,2025-03,2025-03-01,0.0,,2025.0,March,False
